PriceList.Code,BaseValue,PriceRule.Code,Item.RefCode,Item.Attribute.0.Value
HUF-2025-Q12603,50990,PR00011,ASM110_J,1
HUF-2025-Q12603,69990,PR00011,ASM110_J,2
HUF-2025-Q12603,69990,PR00011,ASM110_J,3
HUF-2025-Q12603,69990,PR00011,ASM110_J,4
HUF-2025-Q12603,69990,PR00011,ASM110_J,5
HUF-2025-Q12603,70990,PR00011,ASM110_J,7
HUF-2025-Q12603,50990,PR00011,ASM110_B,1
HUF-2025-Q12603,69990,PR00011,ASM110_B,2
HUF-2025-Q12603,69990,PR00011,ASM110_B,3
HUF-2025-Q12603,69990,PR00011,ASM110_B,4
HUF-2025-Q12603,69990,PR00011,ASM110_B,5
HUF-2025-Q12603,70990,PR00011,ASM110_B,7
HUF-2025-Q12603,90990,PR00011,K40_J,1
HUF-2025-Q12603,120990,PR00011,K40_J,2
HUF-2025-Q12603,120990,PR00011,K40_J,3
HUF-2025-Q12603,120990,PR00011,K40_J,4
HUF-2025-Q12603,120990,PR00011,K40_J,5
HUF-2025-Q12603,122990,PR00011,K40_J,7
HUF-2025-Q12603,90990,PR00011,K40_B,1
HUF-2025-Q12603,120990,PR00011,K40_B,2
HUF-2025-Q12603,120990,PR00011,K40_B,3
HUF-2025-Q12603,120990,PR00011,K40_B,4
HUF-2025-Q12603,120990,PR00011,K40_B,5
HUF-2025-Q12603,122990,PR00011,K40_B,7
HUF-2025-Q12603,90990,PR00011,KTB60_J,1
HUF-2025-Q12603,136990,PR00011,KTB60_J,2
HUF-2025-Q12603,136990,PR00011,KTB60_J,3
HUF-2025-Q12603,136990,PR00011,KTB60_J,4
HUF-2025-Q12603,136990,PR00011,KTB60_J,5
HUF-2025-Q12603,138990,PR00011,KTB60_J,7
HUF-2025-Q12603,90990,PR00011,KTB60_B,1
HUF-2025-Q12603,136990,PR00011,KTB60_B,2
HUF-2025-Q12603,136990,PR00011,KTB60_B,3
HUF-2025-Q12603,136990,PR00011,KTB60_B,4
HUF-2025-Q12603,136990,PR00011,KTB60_B,5
HUF-2025-Q12603,138990,PR00011,KTB60_B,7
HUF-2025-Q12603,82990,PR00011,KMTB60_J,1
HUF-2025-Q12603,136990,PR00011,KMTB60_J,2
HUF-2025-Q12603,136990,PR00011,KMTB60_J,3
HUF-2025-Q12603,136990,PR00011,KMTB60_J,4
HUF-2025-Q12603,136990,PR00011,KMTB60_J,5
HUF-2025-Q12603,139990,PR00011,KMTB60_J,7
HUF-2025-Q12603,82990,PR00011,KMTB60_B,1
HUF-2025-Q12603,136990,PR00011,KMTB60_B,2
HUF-2025-Q12603,136990,PR00011,KMTB60_B,3
HUF-2025-Q12603,136990,PR00011,KMTB60_B,4
HUF-2025-Q12603,136990,PR00011,KMTB60_B,5
HUF-2025-Q12603,139990,PR00011,KMTB60_B,7
HUF-2025-Q12603,103990,PR00011,KMTB60F,1
HUF-2025-Q12603,209990,PR00011,KMTB60F,2
HUF-2025-Q12603,209990,PR00011,KMTB60F,3
HUF-2025-Q12603,209990,PR00011,KMTB60F,4
HUF-2025-Q12603,209990,PR00011,KMTB60F,5
HUF-2025-Q12603,232990,PR00011,KMTB60F,7
HUF-2025-Q12603,103990,PR00011,KMTB602F,1
HUF-2025-Q12603,209990,PR00011,KMTB602F,2
HUF-2025-Q12603,209990,PR00011,KMTB602F,3
HUF-2025-Q12603,209990,PR00011,KMTB602F,4
HUF-2025-Q12603,209990,PR00011,KMTB602F,5
HUF-2025-Q12603,228990,PR00011,KMTB602F,7
HUF-2025-Q12603,125990,PR00011,K60F_J,1
HUF-2025-Q12603,244990,PR00011,K60F_J,2
HUF-2025-Q12603,244990,PR00011,K60F_J,3
HUF-2025-Q12603,244990,PR00011,K60F_J,4
HUF-2025-Q12603,244990,PR00011,K60F_J,5
HUF-2025-Q12603,267990,PR00011,K60F_J,7
HUF-2025-Q12603,125990,PR00011,K60F_B,1
HUF-2025-Q12603,244990,PR00011,K60F_B,2
HUF-2025-Q12603,244990,PR00011,K60F_B,3
HUF-2025-Q12603,244990,PR00011,K60F_B,4
HUF-2025-Q12603,244990,PR00011,K60F_B,5
HUF-2025-Q12603,267990,PR00011,K60F_B,7
HUF-2025-Q12603,103990,PR00011,KMTB60K_J,1
HUF-2025-Q12603,172990,PR00011,KMTB60K_J,2
HUF-2025-Q12603,172990,PR00011,KMTB60K_J,3
HUF-2025-Q12603,172990,PR00011,KMTB60K_J,4
HUF-2025-Q12603,172990,PR00011,KMTB60K_J,5
HUF-2025-Q12603,175990,PR00011,KMTB60K_J,7
HUF-2025-Q12603,103990,PR00011,KMTB60K_B,1
HUF-2025-Q12603,172990,PR00011,KMTB60K_B,2
HUF-2025-Q12603,172990,PR00011,KMTB60K_B,3
HUF-2025-Q12603,172990,PR00011,KMTB60K_B,4
HUF-2025-Q12603,172990,PR00011,KMTB60K_B,5
HUF-2025-Q12603,175990,PR00011,KMTB60K_B,7
HUF-2025-Q12603,106990,PR00011,KMTH60_J,1
HUF-2025-Q12603,163990,PR00011,KMTH60_J,2
HUF-2025-Q12603,163990,PR00011,KMTH60_J,3
HUF-2025-Q12603,163990,PR00011,KMTH60_J,4
HUF-2025-Q12603,163990,PR00011,KMTH60_J,5
HUF-2025-Q12603,165990,PR00011,KMTH60_J,7
HUF-2025-Q12603,106990,PR00011,KMTH60_B,1
HUF-2025-Q12603,163990,PR00011,KMTH60_B,2
HUF-2025-Q12603,163990,PR00011,KMTH60_B,3
HUF-2025-Q12603,163990,PR00011,KMTH60_B,4
HUF-2025-Q12603,163990,PR00011,KMTH60_B,5
HUF-2025-Q12603,165990,PR00011,KMTH60_B,7
HUF-2025-Q12603,106990,PR00011,K60R_J,1
HUF-2025-Q12603,163990,PR00011,K60R_J,2
HUF-2025-Q12603,163990,PR00011,K60R_J,3
HUF-2025-Q12603,163990,PR00011,K60R_J,4
HUF-2025-Q12603,163990,PR00011,K60R_J,5
HUF-2025-Q12603,164990,PR00011,K60R_J,7
HUF-2025-Q12603,106990,PR00011,K60R_B,1
HUF-2025-Q12603,163990,PR00011,K60R_B,2
HUF-2025-Q12603,163990,PR00011,K60R_B,3
HUF-2025-Q12603,163990,PR00011,K60R_B,4
HUF-2025-Q12603,163990,PR00011,K60R_B,5
HUF-2025-Q12603,164990,PR00011,K60R_B,7
HUF-2025-Q12603,110990,PR00011,K60_J,1
HUF-2025-Q12603,172990,PR00011,K60_J,2
HUF-2025-Q12603,172990,PR00011,K60_J,3
HUF-2025-Q12603,172990,PR00011,K60_J,4
HUF-2025-Q12603,172990,PR00011,K60_J,5
HUF-2025-Q12603,174990,PR00011,K60_J,7
HUF-2025-Q12603,110990,PR00011,K60_B,1
HUF-2025-Q12603,172990,PR00011,K60_B,2
HUF-2025-Q12603,172990,PR00011,K60_B,3
HUF-2025-Q12603,172990,PR00011,K60_B,4
HUF-2025-Q12603,172990,PR00011,K60_B,5
HUF-2025-Q12603,174990,PR00011,K60_B,7
HUF-2025-Q12603,90990,PR00011,K40R,1
HUF-2025-Q12603,120990,PR00011,K40R,2
HUF-2025-Q12603,120990,PR00011,K40R,3
HUF-2025-Q12603,120990,PR00011,K40R,4
HUF-2025-Q12603,120990,PR00011,K40R,5
HUF-2025-Q12603,121990,PR00011,K40R,7
HUF-2025-Q12603,65990,PR00011,KF60_J,1
HUF-2025-Q12603,95990,PR00011,KF60_J,2
HUF-2025-Q12603,95990,PR00011,KF60_J,3
HUF-2025-Q12603,95990,PR00011,KF60_J,4
HUF-2025-Q12603,95990,PR00011,KF60_J,5
HUF-2025-Q12603,96990,PR00011,KF60_J,7
HUF-2025-Q12603,65990,PR00011,KF60_B,1
HUF-2025-Q12603,95990,PR00011,KF60_B,2
HUF-2025-Q12603,95990,PR00011,KF60_B,3
HUF-2025-Q12603,95990,PR00011,KF60_B,4
HUF-2025-Q12603,95990,PR00011,KF60_B,5
HUF-2025-Q12603,96990,PR00011,KF60_B,7
HUF-2025-Q12603,83990,PR00011,KF60F,1
HUF-2025-Q12603,157990,PR00011,KF60F,2
HUF-2025-Q12603,157990,PR00011,KF60F,3
HUF-2025-Q12603,157990,PR00011,KF60F,4
HUF-2025-Q12603,157990,PR00011,KF60F,5
HUF-2025-Q12603,179990,PR00011,KF60F,7
HUF-2025-Q12603,41990,PR00011,F30_J,1
HUF-2025-Q12603,49990,PR00011,F30_J,2
HUF-2025-Q12603,49990,PR00011,F30_J,3
HUF-2025-Q12603,49990,PR00011,F30_J,4
HUF-2025-Q12603,49990,PR00011,F30_J,5
HUF-2025-Q12603,51990,PR00011,F30_J,7
HUF-2025-Q12603,41990,PR00011,F30_B,1
HUF-2025-Q12603,49990,PR00011,F30_B,2
HUF-2025-Q12603,49990,PR00011,F30_B,3
HUF-2025-Q12603,49990,PR00011,F30_B,4
HUF-2025-Q12603,49990,PR00011,F30_B,5
HUF-2025-Q12603,51990,PR00011,F30_B,7
HUF-2025-Q12603,42990,PR00011,F35_J,1
HUF-2025-Q12603,52990,PR00011,F35_J,2
HUF-2025-Q12603,52990,PR00011,F35_J,3
HUF-2025-Q12603,52990,PR00011,F35_J,4
HUF-2025-Q12603,52990,PR00011,F35_J,5
HUF-2025-Q12603,53990,PR00011,F35_J,7
HUF-2025-Q12603,42990,PR00011,F35_B,1
HUF-2025-Q12603,52990,PR00011,F35_B,2
HUF-2025-Q12603,52990,PR00011,F35_B,3
HUF-2025-Q12603,52990,PR00011,F35_B,4
HUF-2025-Q12603,52990,PR00011,F35_B,5
HUF-2025-Q12603,53990,PR00011,F35_B,7
HUF-2025-Q12603,44990,PR00011,F40_J,1
HUF-2025-Q12603,54990,PR00011,F40_J,2
HUF-2025-Q12603,54990,PR00011,F40_J,3
HUF-2025-Q12603,54990,PR00011,F40_J,4
HUF-2025-Q12603,54990,PR00011,F40_J,5
HUF-2025-Q12603,56990,PR00011,F40_J,7
HUF-2025-Q12603,44990,PR00011,F40_B,1
HUF-2025-Q12603,54990,PR00011,F40_B,2
HUF-2025-Q12603,54990,PR00011,F40_B,3
HUF-2025-Q12603,54990,PR00011,F40_B,4
HUF-2025-Q12603,54990,PR00011,F40_B,5
HUF-2025-Q12603,56990,PR00011,F40_B,7
HUF-2025-Q12603,44990,PR00011,F45_J,1
HUF-2025-Q12603,56990,PR00011,F45_J,2
HUF-2025-Q12603,56990,PR00011,F45_J,3
HUF-2025-Q12603,56990,PR00011,F45_J,4
HUF-2025-Q12603,56990,PR00011,F45_J,5
HUF-2025-Q12603,58990,PR00011,F45_J,7
HUF-2025-Q12603,44990,PR00011,F45_B,1
HUF-2025-Q12603,56990,PR00011,F45_B,2
HUF-2025-Q12603,56990,PR00011,F45_B,3
HUF-2025-Q12603,56990,PR00011,F45_B,4
HUF-2025-Q12603,56990,PR00011,F45_B,5
HUF-2025-Q12603,58990,PR00011,F45_B,7
HUF-2025-Q12603,45990,PR00011,F50_J,1
HUF-2025-Q12603,59990,PR00011,F50_J,2
HUF-2025-Q12603,59990,PR00011,F50_J,3
HUF-2025-Q12603,59990,PR00011,F50_J,4
HUF-2025-Q12603,59990,PR00011,F50_J,5
HUF-2025-Q12603,61990,PR00011,F50_J,7
HUF-2025-Q12603,45990,PR00011,F50_B,1
HUF-2025-Q12603,59990,PR00011,F50_B,2
HUF-2025-Q12603,59990,PR00011,F50_B,3
HUF-2025-Q12603,59990,PR00011,F50_B,4
HUF-2025-Q12603,59990,PR00011,F50_B,5
HUF-2025-Q12603,61990,PR00011,F50_B,7
HUF-2025-Q12603,47990,PR00011,F60E_J,1
HUF-2025-Q12603,64990,PR00011,F60E_J,2
HUF-2025-Q12603,64990,PR00011,F60E_J,3
HUF-2025-Q12603,64990,PR00011,F60E_J,4
HUF-2025-Q12603,64990,PR00011,F60E_J,5
HUF-2025-Q12603,65990,PR00011,F60E_J,7
HUF-2025-Q12603,47990,PR00011,F60E_B,1
HUF-2025-Q12603,64990,PR00011,F60E_B,2
HUF-2025-Q12603,64990,PR00011,F60E_B,3
HUF-2025-Q12603,64990,PR00011,F60E_B,4
HUF-2025-Q12603,64990,PR00011,F60E_B,5
HUF-2025-Q12603,65990,PR00011,F60E_B,7
HUF-2025-Q12603,47990,PR00011,F60_K,1
HUF-2025-Q12603,64990,PR00011,F60_K,2
HUF-2025-Q12603,64990,PR00011,F60_K,3
HUF-2025-Q12603,64990,PR00011,F60_K,4
HUF-2025-Q12603,64990,PR00011,F60_K,5
HUF-2025-Q12603,66990,PR00011,F60_K,7
HUF-2025-Q12603,51990,PR00011,F70,1
HUF-2025-Q12603,70990,PR00011,F70,2
HUF-2025-Q12603,70990,PR00011,F70,3
HUF-2025-Q12603,70990,PR00011,F70,4
HUF-2025-Q12603,70990,PR00011,F70,5
HUF-2025-Q12603,73990,PR00011,F70,7
HUF-2025-Q12603,54990,PR00011,F80,1
HUF-2025-Q12603,72990,PR00011,F80,2
HUF-2025-Q12603,72990,PR00011,F80,3
HUF-2025-Q12603,72990,PR00011,F80,4
HUF-2025-Q12603,72990,PR00011,F80,5
HUF-2025-Q12603,74990,PR00011,F80,7
HUF-2025-Q12603,66990,PR00011,F90,1
HUF-2025-Q12603,78990,PR00011,F90,2
HUF-2025-Q12603,78990,PR00011,F90,3
HUF-2025-Q12603,78990,PR00011,F90,4
HUF-2025-Q12603,78990,PR00011,F90,5
HUF-2025-Q12603,80990,PR00011,F90,7
HUF-2025-Q12603,58990,PR00011,FU45_J,2
HUF-2025-Q12603,58990,PR00011,FU45_J,3
HUF-2025-Q12603,58990,PR00011,FU45_J,4
HUF-2025-Q12603,58990,PR00011,FU45_J,5
HUF-2025-Q12603,59990,PR00011,FU45_J,7
HUF-2025-Q12603,58990,PR00011,FU45_B,2
HUF-2025-Q12603,58990,PR00011,FU45_B,3
HUF-2025-Q12603,58990,PR00011,FU45_B,4
HUF-2025-Q12603,58990,PR00011,FU45_B,5
HUF-2025-Q12603,59990,PR00011,FU45_B,7
HUF-2025-Q12603,98990,PR00011,FU90,2
HUF-2025-Q12603,98990,PR00011,FU90,3
HUF-2025-Q12603,98990,PR00011,FU90,4
HUF-2025-Q12603,98990,PR00011,FU90,5
HUF-2025-Q12603,100990,PR00011,FU90,7
HUF-2025-Q12603,37990,PR00011,FMF30,1
HUF-2025-Q12603,51990,PR00011,FMF30,2
HUF-2025-Q12603,51990,PR00011,FMF30,3
HUF-2025-Q12603,51990,PR00011,FMF30,4
HUF-2025-Q12603,51990,PR00011,FMF30,5
HUF-2025-Q12603,53990,PR00011,FMF30,7
HUF-2025-Q12603,38990,PR00011,FMF35,1
HUF-2025-Q12603,53990,PR00011,FMF35,2
HUF-2025-Q12603,53990,PR00011,FMF35,3
HUF-2025-Q12603,53990,PR00011,FMF35,4
HUF-2025-Q12603,53990,PR00011,FMF35,5
HUF-2025-Q12603,54990,PR00011,FMF35,7
HUF-2025-Q12603,38990,PR00011,FMF40,1
HUF-2025-Q12603,54990,PR00011,FMF40,2
HUF-2025-Q12603,54990,PR00011,FMF40,3
HUF-2025-Q12603,54990,PR00011,FMF40,4
HUF-2025-Q12603,54990,PR00011,FMF40,5
HUF-2025-Q12603,55990,PR00011,FMF40,7
HUF-2025-Q12603,39990,PR00011,FMF45,1
HUF-2025-Q12603,55990,PR00011,FMF45,2
HUF-2025-Q12603,55990,PR00011,FMF45,3
HUF-2025-Q12603,55990,PR00011,FMF45,4
HUF-2025-Q12603,55990,PR00011,FMF45,5
HUF-2025-Q12603,56990,PR00011,FMF45,7
HUF-2025-Q12603,40990,PR00011,FMF50,1
HUF-2025-Q12603,56990,PR00011,FMF50,2
HUF-2025-Q12603,56990,PR00011,FMF50,3
HUF-2025-Q12603,56990,PR00011,FMF50,4
HUF-2025-Q12603,56990,PR00011,FMF50,5
HUF-2025-Q12603,57990,PR00011,FMF50,7
HUF-2025-Q12603,41990,PR00011,FMF60,1
HUF-2025-Q12603,58990,PR00011,FMF60,2
HUF-2025-Q12603,58990,PR00011,FMF60,3
HUF-2025-Q12603,58990,PR00011,FMF60,4
HUF-2025-Q12603,58990,PR00011,FMF60,5
HUF-2025-Q12603,59990,PR00011,FMF60,7
HUF-2025-Q12603,42990,PR00011,FMF70,1
HUF-2025-Q12603,61990,PR00011,FMF70,2
HUF-2025-Q12603,61990,PR00011,FMF70,3
HUF-2025-Q12603,61990,PR00011,FMF70,4
HUF-2025-Q12603,61990,PR00011,FMF70,5
HUF-2025-Q12603,62990,PR00011,FMF70,7
HUF-2025-Q12603,43990,PR00011,FMF80,1
HUF-2025-Q12603,63990,PR00011,FMF80,2
HUF-2025-Q12603,63990,PR00011,FMF80,3
HUF-2025-Q12603,63990,PR00011,FMF80,4
HUF-2025-Q12603,63990,PR00011,FMF80,5
HUF-2025-Q12603,64990,PR00011,FMF80,7
HUF-2025-Q12603,43990,PR00011,FMF90,1
HUF-2025-Q12603,65990,PR00011,FMF90,2
HUF-2025-Q12603,65990,PR00011,FMF90,3
HUF-2025-Q12603,65990,PR00011,FMF90,4
HUF-2025-Q12603,65990,PR00011,FMF90,5
HUF-2025-Q12603,66990,PR00011,FMF90,7
HUF-2025-Q12603,38990,PR00011,FKF30,1
HUF-2025-Q12603,56990,PR00011,FKF30,2
HUF-2025-Q12603,56990,PR00011,FKF30,3
HUF-2025-Q12603,56990,PR00011,FKF30,4
HUF-2025-Q12603,56990,PR00011,FKF30,5
HUF-2025-Q12603,57990,PR00011,FKF30,7
HUF-2025-Q12603,40990,PR00011,FKF35,1
HUF-2025-Q12603,57990,PR00011,FKF35,2
HUF-2025-Q12603,57990,PR00011,FKF35,3
HUF-2025-Q12603,57990,PR00011,FKF35,4
HUF-2025-Q12603,57990,PR00011,FKF35,5
HUF-2025-Q12603,58990,PR00011,FKF35,7
HUF-2025-Q12603,41990,PR00011,FKF40,1
HUF-2025-Q12603,58990,PR00011,FKF40,2
HUF-2025-Q12603,58990,PR00011,FKF40,3
HUF-2025-Q12603,58990,PR00011,FKF40,4
HUF-2025-Q12603,58990,PR00011,FKF40,5
HUF-2025-Q12603,59990,PR00011,FKF40,7
HUF-2025-Q12603,42990,PR00011,FKF45,1
HUF-2025-Q12603,59990,PR00011,FKF45,2
HUF-2025-Q12603,59990,PR00011,FKF45,3
HUF-2025-Q12603,59990,PR00011,FKF45,4
HUF-2025-Q12603,59990,PR00011,FKF45,5
HUF-2025-Q12603,60990,PR00011,FKF45,7
HUF-2025-Q12603,43990,PR00011,FKF50,1
HUF-2025-Q12603,61990,PR00011,FKF50,2
HUF-2025-Q12603,61990,PR00011,FKF50,3
HUF-2025-Q12603,61990,PR00011,FKF50,4
HUF-2025-Q12603,61990,PR00011,FKF50,5
HUF-2025-Q12603,62990,PR00011,FKF50,7
HUF-2025-Q12603,45990,PR00011,FKF60,1
HUF-2025-Q12603,64990,PR00011,FKF60,2
HUF-2025-Q12603,64990,PR00011,FKF60,3
HUF-2025-Q12603,64990,PR00011,FKF60,4
HUF-2025-Q12603,64990,PR00011,FKF60,5
HUF-2025-Q12603,65990,PR00011,FKF60,7
HUF-2025-Q12603,46990,PR00011,FKF70,1
HUF-2025-Q12603,67990,PR00011,FKF70,2
HUF-2025-Q12603,67990,PR00011,FKF70,3
HUF-2025-Q12603,67990,PR00011,FKF70,4
HUF-2025-Q12603,67990,PR00011,FKF70,5
HUF-2025-Q12603,68990,PR00011,FKF70,7
HUF-2025-Q12603,48990,PR00011,FKF80,1
HUF-2025-Q12603,68990,PR00011,FKF80,2
HUF-2025-Q12603,68990,PR00011,FKF80,3
HUF-2025-Q12603,68990,PR00011,FKF80,4
HUF-2025-Q12603,68990,PR00011,FKF80,5
HUF-2025-Q12603,71990,PR00011,FKF80,7
HUF-2025-Q12603,55990,PR00011,FKF90,1
HUF-2025-Q12603,75990,PR00011,FKF90,2
HUF-2025-Q12603,75990,PR00011,FKF90,3
HUF-2025-Q12603,75990,PR00011,FKF90,4
HUF-2025-Q12603,75990,PR00011,FKF90,5
HUF-2025-Q12603,76990,PR00011,FKF90,7
HUF-2025-Q12603,48990,PR00011,FFZ45,1
HUF-2025-Q12603,88990,PR00011,FFZ45,2
HUF-2025-Q12603,88990,PR00011,FFZ45,3
HUF-2025-Q12603,88990,PR00011,FFZ45,4
HUF-2025-Q12603,88990,PR00011,FFZ45,5
HUF-2025-Q12603,90990,PR00011,FFZ45,7
HUF-2025-Q12603,48990,PR00011,FFZ50,1
HUF-2025-Q12603,89990,PR00011,FFZ50,2
HUF-2025-Q12603,89990,PR00011,FFZ50,3
HUF-2025-Q12603,89990,PR00011,FFZ50,4
HUF-2025-Q12603,89990,PR00011,FFZ50,5
HUF-2025-Q12603,91990,PR00011,FFZ50,7
HUF-2025-Q12603,48990,PR00011,FFZ60,1
HUF-2025-Q12603,91990,PR00011,FFZ60,2
HUF-2025-Q12603,91990,PR00011,FFZ60,3
HUF-2025-Q12603,91990,PR00011,FFZ60,4
HUF-2025-Q12603,91990,PR00011,FFZ60,5
HUF-2025-Q12603,94990,PR00011,FFZ60,7
HUF-2025-Q12603,45990,PR00011,FFM60,1
HUF-2025-Q12603,73990,PR00011,FFM60,2
HUF-2025-Q12603,73990,PR00011,FFM60,3
HUF-2025-Q12603,73990,PR00011,FFM60,4
HUF-2025-Q12603,73990,PR00011,FFM60,5
HUF-2025-Q12603,74990,PR00011,FFM60,7
HUF-2025-Q12603,51990,PR00011,FFZ70,1
HUF-2025-Q12603,106990,PR00011,FFZ70,2
HUF-2025-Q12603,106990,PR00011,FFZ70,3
HUF-2025-Q12603,106990,PR00011,FFZ70,4
HUF-2025-Q12603,106990,PR00011,FFZ70,5
HUF-2025-Q12603,108990,PR00011,FFZ70,7
HUF-2025-Q12603,51990,PR00011,FFZ80,1
HUF-2025-Q12603,106990,PR00011,FFZ80,2
HUF-2025-Q12603,106990,PR00011,FFZ80,3
HUF-2025-Q12603,106990,PR00011,FFZ80,4
HUF-2025-Q12603,106990,PR00011,FFZ80,5
HUF-2025-Q12603,108990,PR00011,FFZ80,7
HUF-2025-Q12603,66990,PR00011,FFZ90,1
HUF-2025-Q12603,114990,PR00011,FFZ90,2
HUF-2025-Q12603,114990,PR00011,FFZ90,3
HUF-2025-Q12603,114990,PR00011,FFZ90,4
HUF-2025-Q12603,114990,PR00011,FFZ90,5
HUF-2025-Q12603,116990,PR00011,FFZ90,7
HUF-2025-Q12603,122990,PR00011,FF90,2
HUF-2025-Q12603,122990,PR00011,FF90,3
HUF-2025-Q12603,122990,PR00011,FF90,4
HUF-2025-Q12603,122990,PR00011,FF90,5
HUF-2025-Q12603,123990,PR00011,FF90,7
HUF-2025-Q12603,49990,PR00011,F30_2A_J,2
HUF-2025-Q12603,49990,PR00011,F30_2A_J,3
HUF-2025-Q12603,49990,PR00011,F30_2A_J,4
HUF-2025-Q12603,49990,PR00011,F30_2A_J,5
HUF-2025-Q12603,51990,PR00011,F30_2A_J,7
HUF-2025-Q12603,49990,PR00011,F30_2A_B,2
HUF-2025-Q12603,49990,PR00011,F30_2A_B,3
HUF-2025-Q12603,49990,PR00011,F30_2A_B,4
HUF-2025-Q12603,49990,PR00011,F30_2A_B,5
HUF-2025-Q12603,51990,PR00011,F30_2A_B,7
HUF-2025-Q12603,52990,PR00011,F35_2A_J,2
HUF-2025-Q12603,52990,PR00011,F35_2A_J,3
HUF-2025-Q12603,52990,PR00011,F35_2A_J,4
HUF-2025-Q12603,52990,PR00011,F35_2A_J,5
HUF-2025-Q12603,53990,PR00011,F35_2A_J,7
HUF-2025-Q12603,52990,PR00011,F35_2A_B,2
HUF-2025-Q12603,52990,PR00011,F35_2A_B,3
HUF-2025-Q12603,52990,PR00011,F35_2A_B,4
HUF-2025-Q12603,52990,PR00011,F35_2A_B,5
HUF-2025-Q12603,53990,PR00011,F35_2A_B,7
HUF-2025-Q12603,54990,PR00011,F40_2A_J,2
HUF-2025-Q12603,54990,PR00011,F40_2A_J,3
HUF-2025-Q12603,54990,PR00011,F40_2A_J,4
HUF-2025-Q12603,54990,PR00011,F40_2A_J,5
HUF-2025-Q12603,56990,PR00011,F40_2A_J,7
HUF-2025-Q12603,54990,PR00011,F40_2A_B,2
HUF-2025-Q12603,54990,PR00011,F40_2A_B,3
HUF-2025-Q12603,54990,PR00011,F40_2A_B,4
HUF-2025-Q12603,54990,PR00011,F40_2A_B,5
HUF-2025-Q12603,56990,PR00011,F40_2A_B,7
HUF-2025-Q12603,56990,PR00011,F45_2A_J,2
HUF-2025-Q12603,56990,PR00011,F45_2A_J,3
HUF-2025-Q12603,56990,PR00011,F45_2A_J,4
HUF-2025-Q12603,56990,PR00011,F45_2A_J,5
HUF-2025-Q12603,58990,PR00011,F45_2A_J,7
HUF-2025-Q12603,56990,PR00011,F45_2A_B,2
HUF-2025-Q12603,56990,PR00011,F45_2A_B,3
HUF-2025-Q12603,56990,PR00011,F45_2A_B,4
HUF-2025-Q12603,56990,PR00011,F45_2A_B,5
HUF-2025-Q12603,58990,PR00011,F45_2A_B,7
HUF-2025-Q12603,60990,PR00011,FUZ45_J,2
HUF-2025-Q12603,60990,PR00011,FUZ45_J,3
HUF-2025-Q12603,60990,PR00011,FUZ45_J,4
HUF-2025-Q12603,60990,PR00011,FUZ45_J,5
HUF-2025-Q12603,62990,PR00011,FUZ45_J,7
HUF-2025-Q12603,60990,PR00011,FUZ45_B,2
HUF-2025-Q12603,60990,PR00011,FUZ45_B,3
HUF-2025-Q12603,60990,PR00011,FUZ45_B,4
HUF-2025-Q12603,60990,PR00011,FUZ45_B,5
HUF-2025-Q12603,62990,PR00011,FUZ45_B,7
HUF-2025-Q12603,40990,PR00011,EF50,1
HUF-2025-Q12603,56990,PR00011,EF50,2
HUF-2025-Q12603,56990,PR00011,EF50,3
HUF-2025-Q12603,56990,PR00011,EF50,4
HUF-2025-Q12603,56990,PR00011,EF50,5
HUF-2025-Q12603,57990,PR00011,EF50,7
HUF-2025-Q12603,43990,PR00011,EFT50,1
HUF-2025-Q12603,53990,PR00011,EFT50,2
HUF-2025-Q12603,53990,PR00011,EFT50,3
HUF-2025-Q12603,53990,PR00011,EFT50,4
HUF-2025-Q12603,53990,PR00011,EFT50,5
HUF-2025-Q12603,55990,PR00011,EFT50,7
HUF-2025-Q12603,42990,PR00011,EFT50F,1
HUF-2025-Q12603,63990,PR00011,EFT50F,2
HUF-2025-Q12603,63990,PR00011,EFT50F,3
HUF-2025-Q12603,63990,PR00011,EFT50F,4
HUF-2025-Q12603,63990,PR00011,EFT50F,5
HUF-2025-Q12603,64990,PR00011,EFT50F,7
HUF-2025-Q12603,41990,PR00011,EF60,1
HUF-2025-Q12603,58990,PR00011,EF60,2
HUF-2025-Q12603,58990,PR00011,EF60,3
HUF-2025-Q12603,58990,PR00011,EF60,4
HUF-2025-Q12603,58990,PR00011,EF60,5
HUF-2025-Q12603,59990,PR00011,EF60,7
HUF-2025-Q12603,44990,PR00011,EFT60_K,1
HUF-2025-Q12603,58990,PR00011,EFT60_K,2
HUF-2025-Q12603,58990,PR00011,EFT60_K,3
HUF-2025-Q12603,58990,PR00011,EFT60_K,4
HUF-2025-Q12603,58990,PR00011,EFT60_K,5
HUF-2025-Q12603,59990,PR00011,EFT60_K,7
HUF-2025-Q12603,43990,PR00011,EFT60F,1
HUF-2025-Q12603,65990,PR00011,EFT60F,2
HUF-2025-Q12603,65990,PR00011,EFT60F,3
HUF-2025-Q12603,65990,PR00011,EFT60F,4
HUF-2025-Q12603,65990,PR00011,EFT60F,5
HUF-2025-Q12603,66990,PR00011,EFT60F,7
HUF-2025-Q12603,37990,PR00011,FNY20,1
HUF-2025-Q12603,39990,PR00011,FNY20,2
HUF-2025-Q12603,39990,PR00011,FNY20,3
HUF-2025-Q12603,39990,PR00011,FNY20,4
HUF-2025-Q12603,39990,PR00011,FNY20,5
HUF-2025-Q12603,40990,PR00011,FNY20,7
